;outstanding_balance;age;dslp;dsldc;antiquity;feature;installment_amount;target
9849;1500.0;42;1585;62;1500;1.0;90.0;0
9850;3300.0;52;1950;72;1900;1.0;120.0;0
9851;4300.0;56;292;76;800;2.0;150.0;0
9852;1200.0;52;1890;72;1800;1.0;125.0;1
9853;5100.0;55;1875;75;1800;2.0;250.0;1
9854;400.0;33;683;53;600;1.0;150.0;0
9855;5400.0;37;73;57;2300;10.0;400.0;0
9856;900.0;71;206;91;700;0.5;100.0;0
9857;7200.0;38;2284;58;2200;2.0;350.0;0
9858;19100.0;57;257;77;2200;5.0;400.0;0
9859;5600.0;43;52;63;100;0.25;150.0;0
9860;3500.0;34;75;54;100;0.6;155.0;1
9861;4000.0;66;53;86;3100;2.0;135.0;0
9862;2800.0;48;2878;68;2800;2.0;160.0;0
9863;1100.0;57;383;77;600;1.0;120.0;1
9864;1100.0;57;536;77;600;1.0;120.0;1
9865;1200.0;79;52;99;1800;1.5;110.0;1
9866;3500.0;61;53;81;3900;0.75;120.0;1
9868;800.0;40;3188;60;3100;2.0;150.0;0
9869;1300.0;35;1859;55;1800;1.0;120.0;0
9870;2100.0;36;1961;56;1900;0.5;210.0;0
9871;1200.0;43;51;63;1300;1.0;180.0;0
9872;1300.0;31;640;51;1500;1.0;110.0;0
9873;2400.0;33;53;53;2500;1.0;130.0;0
9874;1600.0;74;221;94;800;6.0;200.0;0
9875;1800.0;63;384;83;3500;2.0;150.0;1
9876;3500.0;52;137;72;100;1.0;250.0;0
9877;6600.0;61;1265;81;2200;1.0;130.0;0
9878;12300.0;56;80;76;1800;1.6666666666666667;300.0;1
9879;5700.0;43;51;63;2700;1.0;150.0;1
9880;900.0;32;2239;52;2200;1.0;400.0;0
9881;800.0;32;2134;52;2100;1.0;160.0;1
9882;6600.0;56;1695;76;1600;2.0;200.0;0
9884;1000.0;63;995;83;900;0.5;300.0;0
9885;4700.0;38;2000;58;2000;1.0;1000.0;0
9886;300.0;58;76;78;1800;0.6;100.0;0
9887;1400.0;47;2973;67;2900;2.0;60.0;0
9888;6800.0;46;1624;66;1600;2.0;160.0;0
9889;800.0;63;81;83;200;0.7142857142857143;65.0;1
9890;1700.0;47;55;67;100;1.5;150.0;1
9891;11700.0;54;95;74;2300;1.0;1000.0;0
9892;4900.0;41;55;61;1900;3.0;170.0;0
9893;1100.0;43;200;63;100;1.0;100.0;0
9894;1400.0;45;3095;65;3000;2.0;200.0;0
9895;6500.0;61;1442;81;1400;0.5;300.0;1
9896;2700.0;64;120;84;2500;0.6;200.0;0
9897;13900.0;36;1051;56;2000;2.0;530.0;0
9898;1500.0;65;2054;85;2000;2.0;200.0;0
9899;900.0;43;387;63;300;1.0;70.0;1
9900;1500.0;61;2234;81;2200;1.0;150.0;0
9901;2100.0;41;64;61;1700;0.4;130.0;1
9902;5700.0;47;119;67;100;2.0;210.0;0
9903;5700.0;45;282;65;200;1.0;175.0;0
9904;800.0;32;86;52;1500;0.5;125.0;0
9905;1300.0;81;2601;101;2600;2.0;100.0;0
9906;1100.0;60;2116;80;2100;2.0;200.0;1
9907;19300.0;56;1434;76;1400;2.0;670.0;0
9908;1400.0;37;394;57;300;0.5;150.0;0
9909;4600.0;48;93;68;100;0.5;260.0;0
9910;800.0;29;1581;49;1500;1.0;250.0;0
9911;600.0;48;51;68;2000;0.75;100.0;1
9912;2800.0;72;615;92;1600;0.3333333333333333;200.0;0
9913;2200.0;46;133;66;100;1.0;500.0;1
9914;5200.0;53;52;73;400;0.6666666666666666;220.0;0
9915;1200.0;56;2040;76;2000;1.0;395.04;0
9916;1400.0;64;80;84;800;0.9166666666666666;120.0;1
9917;1300.0;48;122;68;100;1.0;110.0;0
9918;4100.0;65;518;85;500;1.0;200.0;0
9919;4100.0;34;225;54;200;0.5;175.0;0
9920;5700.0;54;65;74;3000;1.0;100.0;0
9921;1600.0;61;63;81;2700;0.8181818181818182;100.0;1
9922;1200.0;68;64;88;1900;4.0;250.0;0
9923;2000.0;55;225;75;200;1.0;180.0;0
9924;8500.0;60;83;80;1500;0.5833333333333334;150.0;0
9925;1200.0;53;52;73;2900;0.5833333333333334;140.0;0
9926;6100.0;57;256;77;200;0.3333333333333333;200.0;0
9927;10100.0;50;1477;70;1400;2.0;350.0;0
9928;700.0;54;1432;74;1400;1.0;250.0;1
9929;2900.0;35;123;55;100;1.0;150.0;1
9930;1200.0;67;66;87;200;0.5;200.0;1
9931;2000.0;61;51;81;100;0.5;165.0;0
9932;3600.0;64;305;84;300;1.0;100.0;0
9933;2400.0;61;428;81;400;1.0;500.0;1
9934;4300.0;52;77;72;200;0.5;120.0;0
9935;2000.0;40;77;60;300;0.7;100.0;0
9936;23300.0;56;2063;76;2000;2.0;650.0;0
9937;800.0;56;81;76;2800;0.625;70.0;0
9938;3800.0;50;1129;70;2200;1.0;400.0;0
9939;1400.0;45;127;65;1800;0.2;300.0;0
9940;2000.0;51;136;71;100;1.0;100.0;1
9941;5000.0;59;2058;79;2000;0.6666666666666666;250.0;0
9942;2400.0;46;124;66;100;1.0;150.0;0
9943;6600.0;56;2074;76;2000;1.0;350.0;0
9944;11600.0;56;74;76;1600;1.0;395.0;1
9945;300.0;55;706;75;1000;1.0;147.64;0
9946;300.0;77;234;97;1600;2.0;100.0;0
9947;300.0;46;56;66;1800;4.0;150.0;0
9948;300.0;46;56;66;1800;2.0;150.0;0
9949;1100.0;54;139;74;1100;2.0;110.0;0
9950;1400.0;55;2928;75;2900;2.0;130.0;0
9951;1800.0;60;750;80;1400;1.0;150.0;0
9952;5800.0;43;175;63;100;1.0;200.0;0
9953;1100.0;43;55;63;800;0.5;330.0;1
9954;1200.0;52;855;72;800;0.5;375.0;1
9955;3700.0;44;1695;64;1600;1.0;300.0;0
9956;2200.0;49;587;69;1600;1.0;180.0;0
9957;1400.0;56;1191;76;1100;2.0;170.0;0
9958;1500.0;64;91;84;900;4.0;100.0;1
9959;1900.0;61;3177;81;3100;0.3333333333333333;155.0;0
9960;800.0;34;1281;54;1200;1.0;100.0;0
9961;600.0;37;1879;57;1800;0.5;100.0;0
9962;13100.0;35;2626;55;2600;2.0;250.0;1
9963;2800.0;38;2290;58;2200;2.0;160.0;0
9964;19400.0;56;57;76;2200;5.0;325.0;0
9965;8000.0;47;400;67;300;0.14285714285714285;230.0;0
9966;1500.0;60;2473;80;2400;2.0;400.0;0
9967;900.0;60;2473;80;2400;2.0;160.0;0
9968;500.0;46;266;66;1800;1.0;140.0;1
9969;2500.0;46;227;66;2200;3.0;160.0;1
9970;3500.0;46;143;66;2300;5.0;200.0;1
9971;16800.0;56;143;76;2200;6.0;300.0;1
9972;800.0;82;72;102;2700;7.0;125.0;1
9973;2200.0;57;1880;77;1800;1.0;160.0;1
9974;14400.0;39;1773;59;1700;2.0;245.0;0
9975;7400.0;42;135;62;1500;3.0;180.0;0
9976;7300.0;56;71;76;200;8.0;210.0;1
9977;400.0;38;2622;58;2600;1.0;128.0;0
9978;3500.0;57;246;77;1600;2.0;200.0;0
9979;3200.0;56;211;76;1600;2.0;150.0;1
9980;7000.0;44;1221;64;1200;2.0;300.0;0
9981;1000.0;62;1932;82;1900;2.0;120.0;0
9982;4000.0;50;1591;70;1500;2.0;150.0;1
9983;3500.0;37;1606;57;1600;1.0;200.0;1
9984;3100.0;54;1545;74;1500;1.0;200.0;0
9985;3100.0;42;1727;62;1700;1.0;150.0;0
9986;1900.0;56;584;76;1600;2.0;170.0;0
9987;2900.0;42;127;62;1700;3.0;150.0;0
9988;1800.0;56;1226;76;1200;2.0;100.0;0
9989;800.0;54;2960;74;2900;2.0;200.0;0
9990;2100.0;47;2717;67;2700;2.0;300.0;0
9991;600.0;41;1316;61;1300;2.0;141.0;0
9992;6700.0;56;378;76;1600;1.0;160.0;1
9993;1600.0;52;2655;72;2600;1.0;403.0;0
9994;1000.0;68;2960;88;2900;2.0;110.0;1
9995;6900.0;56;52;76;1400;2.5;300.0;1
9996;1600.0;39;147;59;1000;7.0;200.0;1
9997;1500.0;54;162;74;900;1.6666666666666667;200.0;0
9998;8200.0;54;122;74;100;1.0;250.0;0
9999;1300.0;38;2926;58;2900;2.0;150.0;0
10000;1200.0;52;2529;72;2500;2.0;150.0;1
10001;2800.0;54;150;74;100;1.0;200.0;1
10002;1300.0;48;111;68;100;1.0;90.0;1
10003;10800.0;46;52;66;1700;1.25;250.0;1
10004;700.0;57;841;77;2100;1.0;100.0;1
10005;2700.0;38;52;58;2200;1.0;200.0;0
10006;600.0;52;5575;72;5500;2.0;120.0;1
10007;3800.0;59;171;79;100;1.0;100.0;0
10008;4100.0;49;154;69;100;1.0;100.0;0
10009;4400.0;49;63;69;1700;2.0;250.0;0
10010;1400.0;67;171;87;100;1.0;100.0;0
10011;7600.0;50;52;70;1500;0.6;140.0;0
10012;800.0;47;119;67;100;1.0;65.0;0
10013;1600.0;44;2774;64;2700;2.0;140.0;0
10014;1900.0;56;1995;76;1900;1.0;100.0;1
10015;600.0;71;2774;91;2700;2.0;100.0;1
10016;4000.0;45;122;65;100;1.0;200.0;0
10017;1300.0;47;142;67;100;1.0;200.0;0
10018;1300.0;48;2895;68;2800;2.0;150.0;0
10019;2100.0;36;1145;56;1100;1.0;200.0;0
10020;500.0;45;2774;65;2700;1.0;150.0;0
10021;4600.0;61;876;81;2000;1.0;380.0;1
10022;3700.0;41;3108;61;3100;0.5;150.0;1
10023;5600.0;43;3109;63;3100;2.0;200.0;0
10024;800.0;30;1510;50;1500;1.0;100.0;1
10025;1200.0;46;62;66;1400;0.75;130.0;0
10026;1000.0;30;1357;50;1300;1.0;125.0;1
10027;500.0;52;1388;72;1300;0.3333333333333333;90.0;0
10028;4500.0;62;300;82;1700;2.0;200.0;0
10029;800.0;56;77;76;1100;1.0;120.0;0
10030;1100.0;41;3548;61;3500;2.0;120.0;0
10031;1500.0;72;340;92;900;1.0;130.0;1
10032;600.0;61;3839;81;3900;0.25;100.0;0
10033;8000.0;48;59;68;100;2.0;145.0;0
10034;700.0;63;214;83;200;1.0;60.0;0
10035;3300.0;37;214;57;200;1.0;250.0;0
10036;22600.0;56;158;76;1200;7.0;550.0;1
10037;3300.0;45;70;65;1100;1.0;120.0;0
10038;21800.0;56;157;76;800;6.0;500.0;0
10039;17300.0;48;585;68;2100;2.0;800.0;0
10040;5100.0;47;112;67;100;1.0;200.0;0
10041;7700.0;52;169;72;1400;5.0;250.0;0
10042;1800.0;41;1511;61;1500;1.0;300.0;1
10043;800.0;52;143;72;100;1.0;150.0;0
10044;2300.0;82;533;102;1400;1.0;200.0;1
10045;6400.0;53;413;73;400;1.0;200.0;0
10046;2400.0;47;1846;67;1800;2.0;200.0;0
10047;10300.0;51;54;71;300;1.2;200.0;0
10048;2700.0;61;54;81;2900;0.3333333333333333;500.0;0
10049;2900.0;59;1443;79;2300;0.16666666666666666;110.0;0
10050;1300.0;51;198;71;1300;4.0;310.0;0
10051;700.0;56;1923;76;1900;2.0;110.0;0
10052;900.0;55;1972;75;1900;2.0;90.0;1
10053;600.0;47;57;67;1500;0.5;100.0;0
10054;2300.0;78;57;98;3000;0.8;160.0;1
10055;1400.0;53;1347;73;1300;1.0;110.0;1
10056;1800.0;48;237;68;1300;1.3333333333333333;200.0;0
10057;1000.0;52;58;72;1100;0.4;110.0;0
10058;500.0;52;3128;72;3100;1.0;100.0;1
10059;500.0;52;2944;72;2900;1.0;100.0;1
10060;1300.0;45;129;65;100;0.5;100.0;0
10061;600.0;44;2914;64;2900;1.0;100.0;0
10062;1900.0;46;55;66;300;1.0;150.0;0
10063;600.0;47;57;67;1100;0.6666666666666666;200.0;0
10064;6100.0;46;52;66;100;1.0;300.0;0
10065;3300.0;45;1031;65;1400;1.0;120.0;0
10066;500.0;48;4215;68;4200;2.0;120.0;0
10067;1700.0;67;1024;87;1000;0.2;150.0;0
10068;4700.0;74;56;94;2500;0.875;150.0;1
10069;6900.0;43;57;63;100;1.0;150.0;0
10070;9600.0;66;2033;86;2000;2.0;280.0;1
10071;1800.0;61;84;81;2700;0.2857142857142857;100.0;0
10072;5200.0;40;53;60;1700;1.0;300.0;1
10073;1400.0;56;92;76;1800;0.6666666666666666;120.0;0
10074;1900.0;54;3006;74;3000;2.0;130.0;0
10075;600.0;48;1550;68;1500;1.0;120.0;0
10076;700.0;48;1570;68;1500;1.0;120.0;0
10077;3500.0;43;1956;63;1900;1.0;500.0;0
10078;800.0;42;80;62;2700;0.6666666666666666;100.0;0
10079;2000.0;45;1773;65;1700;1.0;150.0;0
10080;700.0;58;371;78;1900;0.2;100.0;1
10081;5300.0;61;107;81;1400;0.4;160.0;0
10082;2400.0;41;1318;61;1300;1.0;170.0;0
10083;1400.0;56;407;76;2000;2.0;250.0;0
10084;700.0;56;207;76;2000;3.0;200.0;0
10085;1400.0;44;1029;64;1000;1.0;200.0;0
10086;2100.0;62;53;82;100;1.0;150.0;1
10087;2800.0;56;1348;76;1300;1.0;150.0;1
10088;1200.0;61;1956;81;1900;1.0;100.0;0
10089;4300.0;42;2338;62;2300;2.0;120.0;0
10090;600.0;33;1026;53;1000;1.0;200.0;0
10091;1200.0;63;54;83;2500;1.5;140.0;1
10092;5000.0;53;54;73;1500;0.6666666666666666;120.0;0
10093;2000.0;39;222;59;200;0.3333333333333333;100.0;0
10094;2100.0;61;3464;81;3400;1.0;170.0;0
10095;2900.0;61;103;81;2200;0.23076923076923078;150.0;0
10096;1300.0;44;1707;64;1700;0.3333333333333333;300.0;0
10097;1100.0;47;57;67;400;1.0;50.0;0
10098;600.0;61;52;81;2400;1.0;50.0;1
10099;1500.0;52;4987;72;4900;2.0;150.0;0
10100;7700.0;48;162;68;100;1.0;260.0;0
10101;700.0;40;137;60;100;1.0;70.0;0
10102;1300.0;61;52;81;2900;0.5;150.0;0
10103;3000.0;61;51;81;2600;0.6666666666666666;160.0;0
10104;800.0;44;81;64;2000;1.25;70.0;0
10105;4700.0;42;4064;62;4000;2.0;300.0;0
10106;700.0;36;168;56;100;0.5;100.0;0
10107;1500.0;49;288;69;200;1.0;160.0;0
10108;1300.0;60;127;80;100;1.0;180.0;0
10109;500.0;32;1999;52;1900;2.0;125.0;1
10110;2600.0;53;77;73;2900;0.7142857142857143;170.0;0
10111;3300.0;79;2172;99;2100;2.0;200.0;0
10112;2300.0;37;138;57;2000;1.2;250.0;1
10113;1200.0;39;77;59;1500;1.25;250.0;1
10114;1500.0;38;218;58;200;1.0;200.0;1
10115;2700.0;46;2044;66;2000;1.0;150.0;1
10116;5900.0;57;81;77;1500;1.3333333333333333;150.0;0
10117;3300.0;41;113;61;300;0.6666666666666666;170.0;0
10118;5200.0;63;138;83;100;0.5;250.0;0
10119;600.0;45;82;65;1400;2.2;110.0;1
10120;1100.0;47;2046;67;2000;1.0;120.0;0
10121;4500.0;46;70;66;1500;1.3333333333333333;150.0;1
10122;1900.0;56;63;76;2900;1.0;275.0;0
10123;1600.0;63;63;83;1500;0.5555555555555556;220.0;0
10124;1400.0;37;68;57;3400;1.0;150.0;0
10125;1100.0;55;111;75;1600;1.1666666666666667;100.0;0
10126;1200.0;53;1543;73;1500;2.0;401.21;1
10127;1100.0;45;75;65;2600;1.0;120.0;1
10128;4300.0;55;1680;75;1600;0.5;250.0;0
10129;800.0;36;100;56;2000;0.4;70.0;0
10130;800.0;60;70;80;3200;0.5;110.0;0
10131;2500.0;50;250;70;200;0.3333333333333333;60.0;0
10132;700.0;41;65;61;1800;1.0;100.0;1
10133;700.0;51;84;71;3000;0.6666666666666666;100.0;0
10134;8500.0;59;566;79;500;1.0;300.0;1
10135;10400.0;45;290;65;200;0.5;440.0;1
10136;2500.0;58;198;78;300;0.2222222222222222;200.0;0
10137;1000.0;56;70;76;1700;0.5;100.0;0
10138;1700.0;56;79;76;2100;0.46153846153846156;150.0;0
10139;2100.0;50;73;70;2900;1.25;120.0;1
10140;2400.0;36;59;56;1500;1.25;200.0;0
10141;1300.0;35;317;55;1900;5.0;120.0;0
10142;1900.0;56;71;76;2700;1.0;100.0;1
10143;1000.0;64;80;84;1700;1.4;100.0;1
10144;3600.0;59;66;79;1600;1.5;130.0;0
10145;400.0;67;2381;87;2300;1.0;100.0;0
10146;6500.0;56;63;76;1900;3.0;500.0;0
10147;1600.0;56;1819;76;1800;1.0;200.0;0
10148;1400.0;53;1879;73;1800;1.0;500.0;0
10149;1500.0;66;63;86;300;3.0;125.0;1
10150;700.0;39;57;59;500;1.0;120.0;0
10151;700.0;50;1880;70;1800;0.5;100.0;0
10152;1100.0;49;61;69;1900;1.0;120.0;0
10153;700.0;45;59;65;1400;3.0;120.0;1
10154;1400.0;58;1880;78;1800;1.0;130.0;0
10155;800.0;53;68;73;1500;2.0;150.0;1
10156;400.0;58;58;78;3200;1.5;100.0;1
10157;1100.0;30;1860;50;1800;1.0;250.0;1
10158;300.0;45;65;65;1300;3.5;100.0;1
10159;3300.0;56;57;76;1900;3.0;120.0;1
10160;4400.0;78;128;98;1800;5.0;450.0;0
10161;1600.0;56;61;76;1000;2.5;135.0;1
10162;1100.0;50;61;70;800;1.3333333333333333;90.0;0
10163;2100.0;45;719;65;800;1.0;120.0;0
10164;1100.0;53;212;73;2000;3.0;150.0;0
10165;2100.0;65;60;85;1400;2.6666666666666665;110.0;1
10166;3000.0;65;60;85;500;1.0;400.0;0
10167;1500.0;55;64;75;1200;4.0;100.0;1
10168;600.0;45;71;65;600;2.5;100.0;0
10169;8800.0;56;51;76;2100;7.0;400.0;1
10170;600.0;39;65;59;1300;2.0;100.0;0
10171;3000.0;34;52;54;100;2.0;200.0;0
10172;900.0;67;64;87;2100;3.5;120.0;0
10173;2100.0;67;64;87;2000;4.0;120.0;1
10174;2300.0;37;145;57;100;1.0;150.0;1
10175;2000.0;38;297;58;1800;1.0;180.0;0
10176;3200.0;54;58;74;900;2.0;200.0;0
10177;900.0;55;817;75;1100;2.0;115.0;1
10178;1300.0;38;556;58;1600;1.0;110.0;0
10179;1100.0;71;130;91;500;2.0;200.0;0
10180;37300.0;56;186;76;600;1.0;500.0;1
10181;6300.0;53;65;73;300;2.3333333333333335;270.0;0
10182;700.0;60;88;80;1800;6.0;90.0;0
10183;4700.0;71;1453;91;2500;0.5;150.0;1
10184;800.0;51;1525;71;1500;1.0;105.0;1
10185;800.0;61;66;81;3700;1.5;50.0;1
10186;3500.0;67;52;87;3000;4.0;120.0;1
10187;9900.0;46;71;66;1900;4.5;500.0;1
10188;1400.0;56;1856;76;1800;2.0;150.0;1
10189;9300.0;56;67;76;1900;1.5;210.0;0
10190;2400.0;52;127;72;100;1.0;200.0;0
10191;7000.0;70;75;90;1500;4.0;200.0;1
10192;3000.0;42;57;62;2300;4.0;130.0;0
10193;7200.0;56;116;76;100;1.0;150.0;0
10194;10600.0;56;217;76;1200;3.0;240.0;1
10195;3300.0;61;382;81;2700;2.0;105.0;0
10196;4200.0;47;1481;67;1400;2.0;250.0;0
10197;1700.0;56;2896;76;2800;1.0;100.0;1
10198;2900.0;61;1932;81;3000;1.0;150.0;1
10199;2700.0;36;1907;56;1900;1.0;250.0;1
10200;1900.0;56;1314;76;1300;2.0;95.0;1
10201;1200.0;53;1816;73;1800;1.0;110.0;1
10202;2400.0;56;2287;76;2200;1.0;125.0;0
10203;3300.0;42;143;62;100;1.0;200.0;0
10204;25200.0;56;92;76;700;1.75;350.0;1
10205;2100.0;56;479;76;1800;2.0;110.0;0
10206;1700.0;63;86;83;2100;0.5;100.0;0
10207;3600.0;61;1449;81;2800;1.0;170.0;0
10208;500.0;69;2562;89;2500;1.0;100.0;0
10209;3800.0;43;1573;63;1500;1.0;215.0;0
10210;6100.0;79;67;99;800;0.42857142857142855;200.0;1
10211;1500.0;52;3020;72;3000;2.0;125.0;1
10212;3200.0;39;2958;59;2900;2.0;150.0;1
10213;1400.0;42;53;62;1400;2.5;125.0;0
10214;800.0;33;206;53;500;2.0;130.0;0
10215;600.0;56;1909;76;1900;0.3333333333333333;120.0;0
10216;3400.0;48;148;68;1800;1.0;115.0;1
10217;3600.0;56;52;76;1400;2.25;355.0;1
10218;3800.0;61;1600;81;2400;1.0;180.0;0
10219;300.0;64;1908;84;1900;1.0;90.0;0
10220;300.0;48;1528;68;1500;2.0;150.0;1
10221;2500.0;67;2746;87;2700;2.0;110.0;1
10222;7300.0;40;121;60;100;1.0;220.0;1
10223;500.0;63;2698;83;2700;0.3333333333333333;60.0;0
10224;3300.0;43;2806;63;2800;2.0;110.0;0
10225;900.0;65;162;85;400;5.0;152.0;1
10226;500.0;53;1833;73;1800;2.0;200.0;0
10227;700.0;54;1725;74;1700;0.5;225.0;0
10228;5200.0;37;57;57;1900;1.5;350.0;0
10229;5600.0;61;2867;81;2800;2.0;350.0;0
10230;2100.0;45;2016;65;2000;2.0;160.0;1
10231;5700.0;53;67;73;3900;0.6666666666666666;180.0;0
10232;2400.0;54;51;74;100;0.75;100.0;0
10233;1200.0;48;2746;68;2700;1.0;125.0;1
10234;2400.0;35;218;55;200;1.0;300.0;0
10235;1900.0;56;212;76;800;3.0;100.0;1
10236;1300.0;51;173;71;100;1.0;150.0;1
10237;16400.0;72;68;92;1500;7.0;400.0;0
10238;900.0;56;555;76;1900;0.5;115.0;0
10239;2100.0;44;229;64;1600;3.0;250.0;1
10240;2300.0;53;2106;73;2100;2.0;160.0;0
10241;3400.0;43;400;63;900;1.0;120.0;1
10242;2000.0;45;1895;65;1800;2.0;160.0;1
10243;1700.0;49;2749;69;2700;1.0;100.0;0
10244;600.0;61;51;81;2700;1.0;75.0;0
10245;1300.0;61;51;81;2200;2.25;105.0;0
10246;1000.0;42;2824;62;2800;2.0;330.0;0
10247;1300.0;42;2245;62;2200;1.0;150.0;1
10248;1400.0;49;984;69;1100;0.5;150.0;0
10249;2300.0;58;3007;78;3000;1.0;170.0;1
10250;1900.0;62;3038;82;3000;2.0;120.0;0
10251;1900.0;57;53;77;2100;1.0;160.0;0
10252;3500.0;70;60;90;1700;2.0;300.0;0
10253;10800.0;46;2886;66;2800;2.0;400.0;0
10254;600.0;56;2676;76;2600;1.0;201.37;0
10255;3200.0;42;55;62;100;1.0;100.0;0
10256;3700.0;48;237;68;200;1.0;100.0;0
10257;3000.0;41;78;61;2500;0.75;250.0;0
10258;6100.0;53;55;73;300;1.0;220.0;0
10259;3900.0;59;1626;79;1600;1.0;150.0;0
10260;8400.0;59;1626;79;1600;1.0;200.0;0
10261;7400.0;121;364;141;400;2.0;350.0;0
10262;700.0;80;2768;100;2700;1.0;100.0;0
10263;500.0;51;57;71;5300;0.8;100.0;1
10265;3400.0;62;55;82;300;0.5;100.0;0
10266;700.0;66;55;86;200;0.25;50.0;0
10267;1800.0;41;911;61;900;1.0;280.0;0
10268;1000.0;51;111;71;1900;0.5;150.0;0
10269;3600.0;55;207;75;200;1.0;300.0;0
10270;28900.0;57;1825;77;1800;2.0;320.0;0
10271;18300.0;56;61;76;1500;0.625;250.0;1
10272;3400.0;61;55;81;2700;0.75;170.0;0
10273;2600.0;56;1627;76;1600;1.0;200.0;0
10274;2000.0;61;2135;81;2200;1.0;100.0;1
10275;5700.0;65;56;85;100;0.6666666666666666;200.0;0
10276;4800.0;51;57;71;1900;1.0;180.0;1
10277;300.0;56;1398;76;1300;2.0;100.0;0
10278;2900.0;41;56;61;200;0.6666666666666666;115.0;0
10279;2700.0;56;58;76;1800;0.8;200.0;0
10280;900.0;49;57;69;3200;0.75;200.0;0
10281;1300.0;53;56;73;200;0.42857142857142855;100.0;0
10282;1700.0;60;56;80;1000;1.1666666666666667;100.0;0
10283;2200.0;47;2889;67;2800;2.0;150.0;1
10284;800.0;61;61;81;3500;1.6666666666666667;125.0;1
10285;1600.0;58;55;78;1900;0.6;250.0;0
10286;800.0;40;147;60;100;0.5;100.0;0
10287;1500.0;55;58;75;1000;1.0;200.0;0
10288;3500.0;50;58;70;1100;1.0;200.0;1
10289;1600.0;51;58;71;2800;1.0;150.0;1
10290;1000.0;49;61;69;3300;0.75;120.0;0
10291;4200.0;44;56;64;3700;1.0;300.0;0
10292;5800.0;50;3348;70;3300;0.4;500.0;0
10293;2100.0;61;55;81;2000;0.8;150.0;1
10294;1900.0;56;92;76;2600;0.8;100.0;0
10295;3500.0;48;51;68;2900;0.46153846153846156;120.0;1
10296;2300.0;55;101;75;2800;0.25;170.0;0
10297;1300.0;43;141;63;100;0.5;250.0;0
10298;3900.0;44;2824;64;2800;1.0;250.0;0
10299;2100.0;53;1116;73;1300;1.0;175.0;1
10300;4900.0;54;51;74;1900;3.0;100.0;1
10301;600.0;55;79;75;1000;1.6666666666666667;250.0;0
10302;9000.0;51;130;71;100;1.0;625.0;0
10303;1600.0;38;140;58;3600;0.6;300.0;0
10304;1400.0;35;3096;55;3000;1.0;150.0;0
10305;3400.0;47;203;67;300;0.5;300.0;0
10306;800.0;38;54;58;1300;0.8461538461538461;100.0;0
10307;2000.0;60;80;80;3100;1.4;300.0;1
10308;1300.0;46;73;66;3100;0.6666666666666666;150.0;1
10309;3900.0;56;74;76;1700;0.5;150.0;1
10310;3600.0;43;51;63;100;1.5;160.0;0
10311;2100.0;55;508;75;500;1.0;180.0;0
10312;8400.0;56;53;76;2200;0.5714285714285714;250.0;0
10313;1500.0;66;3219;86;3200;1.0;300.0;1
10314;13500.0;56;92;76;2000;0.7142857142857143;300.0;0
10315;1900.0;56;940;76;900;1.0;100.0;1
10316;700.0;61;3486;81;3400;0.3333333333333333;75.0;0
10317;2800.0;61;56;81;2200;1.0;120.0;1
10318;400.0;57;2735;77;2700;1.0;102.6;0
10319;16600.0;50;82;70;2300;1.3333333333333333;300.0;1
10320;3900.0;59;145;79;100;1.0;200.0;0
10321;1000.0;51;3039;71;3000;1.0;120.0;0
10322;700.0;73;56;93;2700;0.5;150.0;1
10323;1900.0;46;175;66;1900;1.5;600.0;1
10324;1300.0;37;61;57;200;0.3333333333333333;165.0;0
10325;3700.0;72;2798;92;2700;2.0;200.0;0
10326;500.0;66;91;86;2800;0.75;100.0;0
10327;1300.0;53;239;73;200;0.3333333333333333;150.0;0
10328;800.0;47;53;67;1200;0.5833333333333334;100.0;0
10329;8500.0;60;71;80;400;1.0;200.0;1
10330;7600.0;51;480;71;400;0.5;350.0;1
10331;2200.0;62;60;82;2300;0.85;225.0;1
10332;11600.0;48;173;68;100;1.0;500.0;1
10333;2400.0;55;54;75;1900;1.0;120.0;0
10334;1000.0;34;51;54;2600;1.0;125.0;1
10335;1000.0;56;2768;76;2700;1.0;120.0;0
10336;1700.0;44;54;64;200;1.0;100.0;0
10337;9000.0;51;68;71;200;0.6666666666666666;150.0;0
10338;1500.0;79;125;99;1900;0.4;300.0;1
10339;600.0;61;2951;81;2900;0.6666666666666666;120.0;0
10340;500.0;77;2830;97;2800;1.0;180.0;0
10341;700.0;52;52;72;1400;0.25;200.0;1
10342;1300.0;50;1932;70;1900;1.0;170.0;0
10343;2500.0;47;5294;67;5200;0.3333333333333333;200.0;0
10344;6700.0;65;124;85;100;1.0;180.0;0
10345;1300.0;50;124;70;100;1.0;60.0;0
10346;700.0;34;145;54;100;1.0;120.0;0
10347;600.0;55;2990;75;2900;1.0;100.0;1
10348;1300.0;39;54;59;1800;1.5;100.0;0
10349;1700.0;47;128;67;1600;6.0;100.0;1
10350;15200.0;48;151;68;1300;4.0;550.0;0
10351;1400.0;66;1119;86;1100;1.0;345.0;1
10352;8200.0;60;2837;80;2800;1.0;200.0;0
10353;4500.0;73;52;93;100;1.0;500.0;0
10354;400.0;61;627;81;1800;1.0;120.0;0
10355;4500.0;52;2900;72;2800;1.0;400.0;0
10356;600.0;55;254;75;1800;1.0;110.0;0
10357;1700.0;63;136;83;1800;2.0;100.0;0
10358;1500.0;44;338;64;300;1.0;125.0;1
10359;47300.0;44;2262;64;2200;2.0;500.0;0
